"Created Date","Record Number","Record Type","Status","Address","Property/Project Name","Description","Expiration Date",
"11/23/2020","SDOTTREE0001019","Tree - Plant/Prune/Remove","Closed","8203    ASHWORTH  AVE  N  SEATTLE","TSAI - 8203 Ashworth Ave N - PRUNING","Trim 5 cherry blossoms (trees) on south side of property","01/22/2021",
"11/23/2020","SDOTTREE0001020","Tree - Plant/Prune/Remove","Closed","320   NE  76TH  ST   SEATTLE","Myers - 320 NE 76th st - Pruning","Maple Street Tree Prune as permitted, Deadwood, Thin as allowed , Row","01/06/2021",
"11/23/2020","SDOTTREE0001021","Tree - Plant/Prune/Remove","Issued","7747    18TH  AVE  NE  SEATTLE","REILLY - 7747 18th Ave NE - REMOVAL - PLANTING","Remove three katsura trees and grind stumps. Replace with 2 SDOT approved trees after trees are removed and utilities are marked. Trees to be spaced 20 ft apart, 20 ft from light pole, 5 ft from property line, 5 ft away from underground utilities. Post katsuras with yellow removal notice 2 weeks prior to removal. Email Stephanie.Helms@seattle.gov for species selection and approval.","02/01/2021",
"11/23/2020","SDOTTREE0001021","Tree - Plant/Prune/Remove","Issued","7747    18TH  AVE  NE  SEATTLE","REILLY - 7747 18th Ave NE - REMOVAL - PLANTING","Remove three katsura trees and grind stumps. Replace with 2 SDOT approved trees after trees are removed and utilities are marked. Trees to be spaced 20 ft apart, 20 ft from light pole, 5 ft from property line, 5 ft away from underground utilities. Post katsuras with yellow removal notice 2 weeks prior to removal. Email Stephanie.Helms@seattle.gov for species selection and approval.","02/01/2021",
"11/22/2020","SDOTTREE0001016","Tree - Plant/Prune/Remove","Issued","5709    26TH  AVE  NE  SEATTLE","SOOD - 5709 26TH AVE NE - PLANTING","I live in a house and request a permit to plant a tree in front of my house. This will be on my property next to the street.","01/21/2021",
"11/22/2020","SDOTTREE0001017","Tree - Plant/Prune/Remove","Issued","1622    22ND  AVE   SEATTLE","TOSCHI - 1622 22ND AVE - REMOVAL","Removal of a young tree on the planting strip which has been planted on top of the water line and sewer line damaging the sewer line costing thousands of dollars of repairs.In addition, it has been planted too close to an existing older tree which it will end up conflicting with.The higher parts of the branches touch the power line so we will need advice/ instructions on how to deal with this safely.We are evaluating to plant a dwarf tree in a better location of our planting strip to replace the tree we would like to remove.URBAN FORESTRY NOTES: removal of the southern most pear. Currently being outcompeted. Replacement not required, as there is constrained space. Energized power located on other side of the street.","02/17/2021",
"11/21/2020","SDOTTREE0001015","Tree - Plant/Prune/Remove","Issued","2800    WESTERN  AVE   SEATTLE","AVA BELLTOWN - 2800 WESTERN AVE - PLANTING","stump grind two trees that have died and been removed; replace with two treesHUB approved for work 3/16, no closures between 1500-1800","03/16/2021",
"11/20/2020","SDOTTREE0000623-A001","Trees - Revision Amendment","Closed","5456    29TH  AVE  SW  SEATTLE","Agbalog - 5456 29th Ave SW - Pruning","Trim branches on south side of 5456 29th Ave SW that encroach on your wires",,
"11/19/2020","SDOTTREE0001009","Tree - Plant/Prune/Remove","Withdrawn","4748    9TH  AVE  NE  SEATTLE","TREE REMOVING","Removing burned tree on site",,
"11/19/2020","SDOTTREE0001010","Tree - Plant/Prune/Remove","Issued","3914    48TH  PL  NE  SEATTLE","Roberts - 3914 48th PL NE - Removal","Our property is located at the corner of 48th PL NE and NE 40th St. The east of the two sweetgums has lost large branches a few times over the years and lost a large vertical limb on October 14, 2020.  The limb fell across the street, blocked the street and did damage to a neighbor's car parked on the far side of the street that it was un-driveable ($20k damage: windshield broken, sheetmetal damage). When the branch broke off the trunk, it broke out part of the core of the tree.  We had a consulting arborist inspect the tree on 10/24 and prepare a report which is attached. -REPLANTING REQUIRED PER SMC 15.43.030. CALL 811 AND EMAIL Stephanie.Helms@seattle.gov FOR SPECIES SELECTION AND APPROVAL.","03/24/2021",
"11/19/2020","SDOTTREE0001012","Tree - Plant/Prune/Remove","Additional Info Requested","7536    30TH  AVE  NE  SEATTLE","Tuthill - 7536 30th Ave NE - Planting","Existing house. Want to plant one new male Ginkgo Biloba tree (2.75” CAL) in the planting strip south of our driveway (E side of 30th Ave NE, 47.684079, -122.295849). The sidewalk will remain open.",,
"11/19/2020","SDOTTREE0001013","Tree - Plant/Prune/Remove","Closed","111   NW  74TH  ST   SEATTLE","Hutchins - 111 NW 74th St  - Planting","I removed an old, unhealthy, and dangerous cherry tree on the boulevard in front of my house last week after it split during the big winds. Today I had the stump removed. Next week I am planning on professionally planting a new Persian Ironwood tree and would like the city permit go-ahead to do so sent to me as soon as possible. Thank you! Web Hutchins 206 931 7246https://www.seattletreeconsulting.com/about is the company that will plant it - Doug Smith 206 719 5264","12/22/2020",
"11/19/2020","SDOTTREE0001014","Tree - Plant/Prune/Remove","Issued","10204  P   RAINIER  AVE  S  SEATTLE","Padgett - 10204 Rainier Ave S - Removal","two dead Scot's Pine trees on north side of Rainier Avenue S and replace with suitable replacement trees.","04/20/2021",
"11/18/2020","SDOTTREE0001000","Tree - Plant/Prune/Remove","Closed","427   NE  72ND  ST   SEATTLE","Greenlake Village - 427 NE 72nd St - Pruning","Prune one Japanese Flowering Cherry tree (Prunus serrulata) located in the planting strip along NE 70th St frontage. Prune five Japanese Zelkova trees (Zelkova serrata) located in the planting strip along N side of NE 71st St frontage. Prune two Norway Maple trees (Acer platanoides) located in the planting strip on S side of NE 71st St frontage. Prune two Honey locust trees (Gleditsia triacanthos var. inermis) located in the plaza along N side of NE 71st St. Prune three Callery Pear trees (Pyrus calleryana) located in the planting strip along S side of NE 72nd St frontage. Prune one Norway Maple trees (Acer platanoides) located in the planting strip on S side of NE 72nd St frontage. Prune four Callery Pear trees (Pyrus calleryana) located in the planting strip on W side of 5th Ave NE frontage. Prune two Red Maple trees (Acer rubrum) located in the planting strip on W side of 5th Ave NE frontage.","02/02/2021",
"11/18/2020","SDOTTREE0001001","Tree - Plant/Prune/Remove","Closed","4420    BAKER  AVE  NW  SEATTLE","Kristin Munger - 4420 Baker Ave NW - Pruning","Prune one Golden Raindrops Crabapple in planting strip on Baker Ave NW frontage.","04/19/2021",
"11/18/2020","SDOTTREE0001002","Tree - Plant/Prune/Remove","Closed","2652    BELVIDERE  AVE  SW  SEATTLE","Buckingham - 2652 BELVIDERE AVE SW - PRUNING","Prune Six Plum trees on planting strip adjacent to 2652 Belvidere Ave SWRemove dead and broken limbsClear for street and sidewalk clearanceThin 'suckers'","12/30/2020",
"11/18/2020","SDOTTREE0001003","Tree - Plant/Prune/Remove","Closed","1025    BOYLSTON  AVE  E  SEATTLE","Oorthuys - 1025 Boylston Ave E- PRUNING","Prune 5 Eastern Dogwoods on E side of Belmont Pl E frontage. Prune 1 Common (Japanese) Zelkova on S side of E Prospect St frontage. Prune 1 English (Hedge) Maple on S side of E Prospect St frontage. Prune 1 American (White) Elms on S side of E Prospect St frontage. Prune 2 Norway Maples on SW side of E Prospect St frontage. Prune 1 Bigleaf Maple on SW side of E Prospect St frontage. Prune 1 American (White) Elms on SW side of E Prospect St frontage. Prune 2 Japanese Snowbell Trees on W side of Boylston Ave E frontage. Prune 1 Hazel on W side of Boylston Ave E frontage. Prune 1 European (Green) Beech on W side of Boylston Ave E frontage.","02/02/2021",
"11/18/2020","SDOTTREE0001005","Tree - Plant/Prune/Remove","Issued","2821   E  WARD  ST   SEATTLE","David Schaengold - 2821 E Ward St - Pruning & Removal","Remove 2 Japanese Cherry trees in parking strip along E Aloha St frontage. Prune 3 Japanese Cherry trees in parking strip along E Aloha St frontage. Prune 5 Eastern Red Cedars in parking strip along E Ward St frontage.","02/03/2021",
"11/18/2020","SDOTTREE0001006","Tree - Plant/Prune/Remove","Issued","4557    50TH  AVE  SW  SEATTLE","THOMPSON - 4557 50TH AVE SW - REMOVAL","Removal of 2 trees within street right of way on SW Alaska St side of the property. Trees are located under power-lines and have been repeatedly topped.","04/29/2021",
"11/18/2020","SDOTTREE0001007","Tree - Plant/Prune/Remove","Closed","1914    3RD  AVE  W  SEATTLE","Kitsch - 1914 3rd Ave W - Prune","Norway maple (planting strip)Pruning objectives: -Clear house and street-Bring more light to client's yard as well as south neighbor's Japanese maplesPruning Treatment:-Reduce (shorten) branches to clear house by 5-7' -Remove low hanging branch (about 6"" diameter) to raise over neighbor's Japanese maple, reduce other branches as needed. -Remove or shorten branches to raise to 14' over the street per SDOT requirements-Cleanup and haul away all wood and debris-No more than 10% live foliage to be removed","03/10/2021",
"11/18/2020","SDOTTREE0001008","Tree - Plant/Prune/Remove","Closed","1415    2ND  AVE   SEATTLE","Newmark - 1415 2nd Ave - Emergency Removal and Replacement","A linden tree suffered a root plate failure in a windstorm on about Wednesday October 14th. We deemed the tree to be a hazard to the public and removed it on November 7th. We were also able to replace the tree at that time.","12/01/2020",
"11/17/2020","SDOTTREE0001004","Tree - Plant/Prune/Remove","In Process","216    10TH  AVE   SEATTLE","214/216 10th Ave Apartments - Street trees","Apartment project, need to remove one street tree, and plant 4 new street trees.",,
"11/17/2020","SDOTTREE0000992","Tree - Plant/Prune/Remove","Issued","505   N  101ST  ST   SEATTLE","SCOTT - 505 N 101st - Removal","Remove and Grind 2 Mountain Ash Trees - Declined in health","03/11/2021",
"11/17/2020","SDOTTREE0000993","Tree - Plant/Prune/Remove","Withdrawn","6543  B   5TH  AVE  NE  SEATTLE","Aubuchon - 6543 5th Ave NE - Removal","Owners would like to have street tree removed that is lifting sidewalk panel",,
"11/17/2020","SDOTTREE0000994","Tree - Plant/Prune/Remove","Withdrawn","1621    BROADWAY   E  SEATTLE","1621 Broadway E emergency tree removal","1621 Broadway E, Seattle, WA 98102Street tree failed during wind storm on Oct 11/12 2020.  Major branch across sidewalk and hanging in communication wires.  Rest of tree beyond salvage.Removed by A Major Trees on Oct 12, 2020",,
"11/17/2020","SDOTTREE0000994-AW001","ROW Withdrawal","Closed","1621    BROADWAY   E  SEATTLE","1621 Broadway E emergency tree removal","1621 Broadway E, Seattle, WA 98102Street tree failed during wind storm on Oct 11/12 2020.  Major branch across sidewalk and hanging in communication wires.  Rest of tree beyond salvage.Removed by A Major Trees on Oct 12, 2020","12/31/2020",
"11/17/2020","SDOTTREE0000995","Tree - Plant/Prune/Remove","Inspections Completed","2540    8TH  AVE  W  SEATTLE","GUPTA - 2540 8th Ave W - PLANTING","Plant two Scarlet Oak trees in the street tree planting strip on West Halliday Street (near 8th Av West) next to my house at 2540 8th Av West Seattle WA 98119.Tree type: American Beech or White Oak.I will purchase the tree myself.","03/04/2021",
"11/17/2020","SDOTTREE0000996","Tree - Plant/Prune/Remove","Closed","1621    BROADWAY   E  SEATTLE","Streissguth - 1621 Broadway E - removal","1621 Broadway E, Seattle, WA 98102Street tree failed during wind storm on Oct 11/12 2020.  Major branch across sidewalk and hanging in communication wires.  Rest of tree beyond salvage.Removed by A Major Trees on Oct 12, 2020","11/25/2020",
"11/17/2020","SDOTTREE0000997","Tree - Plant/Prune/Remove","Issued","9144    45TH  AVE  SW  SEATTLE","Downing - 9144 45th ave sw - removal","The trees of concern are Red Alder that are growing in the unopened right of way adjacent to 9144 45th Ave SW.  These trees, since not planted by SDOT, would be the maintenance responsibility of the adjacent property which would appear (based on snap) as the Alpine Chalet Apartments.  SDOT regulates work done in the right of way and performs tree work on trees listed in our inventory as “SDOT owned” (some 50,000), all other work in the right of way would be on adjacent property owners.    In order to have tree work performed in the right of way, a no fee permit must be obtained from our office and a Tree Service Provider shall be contracted to do the work.  I do agree that these few dead Alder should be removed (or at least shortened to ‘wildlife snags’ at a safe height where they won’t fall and cause damage).","02/20/2021",
"11/17/2020","SDOTTREE0000998","Tree - Plant/Prune/Remove","Issued","1806    BROADWAY   E  SEATTLE","streissguth - 1806 Broadway E - removal - replace","1806 Broadway E, Seattle, WA 98102Current tree is a sucker from earlier root stock, and has always leaned heavily into the street.  It's been hit many times by passing trucks, and was hit again on (or before) Oct 27, 2020.  This time, however, one of the mail branches was twisted, and the tree cracked to with in 18"" of the crown.  the slip is likely major as the crack is visible on both sides of the truck most of the way down.  We would like to replace this tree.  We are think about a replacement in kind, but are also considering a fruit free.","03/24/2021",
"11/16/2020","SDOTTREE0000999","Tree - Plant/Prune/Remove","Withdrawn","4426  A   44TH  AVE  SW  SEATTLE","THRALL - 4426 44th Ave SW - removal","Removal of tree from parking strip in front of house. 4426A 44th Ave SWSeattle, WA 98116",,
"11/16/2020","SDOTTREE0000983","Tree - Plant/Prune/Remove","Withdrawn","6734    35TH  AVE  SW  SEATTLE","O'Neill Plumbing - 6734 35th Ave SW - Removal","6734 35th Ave SW-remove tree that is sitting on top of sewer. In the planting strip",,
"11/16/2020","SDOTTREE0000984","Tree - Plant/Prune/Remove","Issued","6738    35TH  AVE  SW  SEATTLE","O'Neill Plumbing - 6738 35th Ave SW - Removal","Tree removal on planting strip for emergency side sewer repair.  SDOT Ash tree is planted on top of failing sewer line.","12/02/2020",
"11/16/2020","SDOTTREE0000985","Tree - Plant/Prune/Remove","Withdrawn","4426  C   44TH  AVE  SW  SEATTLE","Hatzenbuehler - 4426 44th Ave SW - Removal","SDOTTREE0000678has been issues to remove two trees that are failing. both trees are in the planting strip.",,
"11/16/2020","SDOTTREE0000983-AW001","ROW Withdrawal","Closed","6734    35TH  AVE  SW  SEATTLE","O'Neill Plumbing - 6734 35th Ave SW - Removal","6734 35th Ave SW-remove tree that is sitting on top of sewer. In the planting strip","12/31/2020",
"11/16/2020","SDOTTREE0000986","Tree - Plant/Prune/Remove","Issued","2002   E  CALHOUN  ST   SEATTLE","TIVOLI - 2002 E Calhoun St - REMOVE - PLANTING","Requesting to remove 5 birch trees on the  20TH AVE E parking strip W of the house.  The trees are affected by bronze birch bark borer.  Grind stumps.  Plant new trees.","03/31/2021",
"11/16/2020","SDOTTREE0000988","Tree - Plant/Prune/Remove","Closed","107   NW  80TH  ST   SEATTLE","MALCHAM - 107 NW 80TH - PRUNING","On NW 80th street, between 3rd Ave NW & 1st Ave NW. Trim encroaching branches away from house and garden. Pruning back to property line not approved. End weight reduction approved for branches over private property, no more than 1/3 of each major branch. Prune for right of way clearance/deadwood as well.","01/07/2021",
"11/16/2020","SDOTTREE0000989","Tree - Plant/Prune/Remove","Issued","901    12TH  AVE   SEATTLE","901 12th ave - SIP 380182 - Street trees","Between Marion and Colombia on the West side of 12th Ave. Remove 2 existing red maples due to root/sidewalk conflict, and replace at same location with european hornbeams","04/30/2021",
"11/16/2020","SDOTTREE0000990","Tree - Plant/Prune/Remove","Issued","6010    24TH  AVE  NE  SEATTLE","Kirkner - 6010 24th Ave NE - Removal","Remove 2 street trees (diseased) and request exemption from replanting","03/03/2021",
"11/15/2020","SDOTTREE0000981","Tree - Plant/Prune/Remove","Inspections Completed","7435  B   4TH  AVE  NE  SEATTLE","Lari - 7435 B 4th Ave NE - Removal","Removing tree between townhome and city street. Tree is located on the planting strip on the S side of 4th Ave NE, in front of townhome 7435B 4th Ave NE, Seattle, WA 98115.","05/19/2021",
"11/15/2020","SDOTTREE0000982","Tree - Plant/Prune/Remove","Closed","252   NE  43RD  ST   SEATTLE","Smith - 252 NE 43rd St - Removal","I am proposing to remove a diseased crabapple tree with invasive root base with a frost peach tree. The tree is located on NE 43rd Street on the parking strip.","12/19/2020",
"11/13/2020","SDOTTREE0000974","Tree - Plant/Prune/Remove","Issued","2010   E  JANSEN  CT   SEATTLE","2010 E JANSEN CT - Van Dyck Cherry Tree Pruning","Prune 4 Large Flowering Cherries:Goals:• First - Remove low branches to maintain 8ft over sidewalk and 14ft over street to maintain standard ROW clearanceThen• Improve overall tree health and appearance• Reduce likelihood of storm damage• Increase/maintain clearance to house/buildingSpecifications:• Remove all dead branches (1"" in diameter and larger) throughout, thin dense branch ends as needed (up to 25%) and improve structure• Reduce conflicting branches as needed to maintain 6' of clearance to the house/building","03/08/2021",
"11/13/2020","SDOTTREE0000975","Tree - Plant/Prune/Remove","Closed","2040    43RD  AVE  E  SEATTLE","2040 43RD AVE E SEATTLE - Lakeside West","Prune 4 sweet gum in parking strip. The southern most tree had a large breakout earlier this year and need to be reduced as well end weight thinning on all 4 trees.","01/06/2021",
"11/13/2020","SDOTTREE0000976","Tree - Plant/Prune/Remove","Closed","1542    GRAND  AVE   SEATTLE","1542 GRAND AVE - Papasedero","Prune Big leaf maple across the street from 1542 Grand Ave - reduce or remove some low limbs encroaching on house and remove dead or broken limbs.","12/03/2020",
"11/13/2020","SDOTTREE0000977","Tree - Plant/Prune/Remove","Closed","201    ELLIOTT  AVE  W  SEATTLE","201 ELLIOTT AVE W - building clearance","Building Clearance -**1 Ash and 3 red Maple: Provide 4-6’ clearance from buildingTCP ApprovedHUB Approval for work on 2/4/21","02/13/2021",
"11/13/2020","SDOTTREE0000978","Tree - Plant/Prune/Remove","Closed","5943    46TH  AVE  SW  SEATTLE","Pangborn - 5943 46TH AVE SW - Pruning","Prune 2 Plums in front parking stripSpecifications:•  Remove all dead branches, Reduce overextended, and/or conflicting branches as needed, to improve structure, clear right of way, and maintain formal shape/appearance•  Remove all debris","01/10/2021",
"11/13/2020","SDOTTREE0000979","Tree - Plant/Prune/Remove","Closed","8019    BROOKLYN  AVE  NE  SEATTLE","Matsushita - 8019 Brooklyn Ave NE - Pruning","West side of street 8019 Brooklyn Ave NE. For two Crabapple trees, prune for street height clearance.","01/23/2021",
"11/13/2020","SDOTTREE0000980","Tree - Plant/Prune/Remove","Withdrawn","3859    37TH  AVE  S  SEATTLE","Hernandez-Ysasi - 3859 37th Ave S - Removal","Removal of large rotting chestnut tree on planting strip outside of 3859 37th Ave S",,
"11/12/2020","SDOTTREE0001122","Tree - Plant/Prune/Remove","Issued","3120    HARVARD  AVE  E  SEATTLE","3120 HARVARD AVE E - SUSIPX232791 tree removal on Franklin","Removal of a ROW street tree on 3136 Franklin ave E with permission from property owner as well as Harvard Ave E frontage street tree south of staircase to be removed under SIP plan.","01/11/2021",
"11/11/2020","SDOTTREE0000991","Tree - Plant/Prune/Remove","Issued","2916   NW  85TH  ST   SEATTLE","MUNGUIA - 2916 NW 85TH ST - REMOVAL","Tree removal on Edgewest NW drive and 85th st. The tree is located on the left side next to the sidewalk between the two town home complexs.","12/31/2020",
"11/11/2020","SDOTTREE0000964","Tree - Plant/Prune/Remove","Closed","833    36TH  AVE  E  SEATTLE","Brown - 833 36TH AVE EAST - PRUNING","Remove all dead branches (1"" in diameter and larger) throughout. Remove low suckers.  Some light thinning/weight reduction on the house side of the largest Elm at the front right – small cuts, but generally want to minimize live tissue pruning on these.","01/13/2021",
"11/11/2020","SDOTTREE0000965","Tree - Plant/Prune/Remove","Closed","3915   SW  GENESEE  ST   SEATTLE","FATSON 3 LLC - 3915 SW Genesee St -REMOVE-REPLACE-PRUNE","3915 SW Genesee St- New Duplex- Remove Street tree and replace with same in different location- prune two other existing trees for ROW clearance","04/26/2021",
"11/11/2020","SDOTTREE0000966","Tree - Plant/Prune/Remove","In Process","4521    19TH  AVE  NE  SEATTLE","4521 19th ave NE - SDOT SIP 415381","Conceptual ROW planting for housing project in UW District.     Removal of two existing Big Leaf Maples (failing) and replanting planting strip.        Previous coord. w/ Ben Roberts regarding condition of existing Maples....review of Arborist Report determined that trees should be removed.Projecting heavy traffic across planter strip (parallel parking allowed). Showing 12"" concrete walk strip behind curb...option to add connector walk strips.   Should be consider using CU Structural Soil in planter strlip and under sidewalk...",,
"11/11/2020","SDOTTREE0000967","Tree - Plant/Prune/Remove","In Process","7216    AURORA  AVE  N  SEATTLE","- 7216 AURORA AVE N -","New multi story housing project.   Proposed planting of Street frontages.",,
"11/11/2020","SDOTTREE0000968","Tree - Plant/Prune/Remove","Withdrawn","8132    11TH  AVE  SW  SEATTLE","Tree Removal - 8132 11th Ave SW","I have a big leaf maple tree growing along the northern boundary of my property behind the carport. It is growing immediately adjacent to my neighbors property along an old retaining wall. The retaining wall is leaning drastically due to the roots pushing up against it and my neighbor is afraid the tree will not hold up if the retaining wall is breached.I need a permit for removal of the tree.",,
"11/11/2020","SDOTTREE0000969","Tree - Plant/Prune/Remove","Closed","4033    EASTERN  AVE  N  SEATTLE","NICHOLSON - 4033 EASTERN AVE N - REMOVAL","Birch tree adjacent to rock wall on Eastern Ave. N, west side of street, just south of stairs to the house on 4033 Eastern Ave. N.The tree is dying from Bronze Birch Borer. Seattle City Arborist David Body recommended removal - case # 843394","12/29/2020",
"11/11/2020","SDOTTREE0000970","Tree - Plant/Prune/Remove","Closed","753    18TH  AVE  E  SEATTLE","KENISON - 753 18th Ave E - PRUNING","Prune one large dead stem from giant sequoia along E Aloha adjacent to 753 18th Ave E. Follow approved TCP to stage on E Aloha.","07/23/2021",
"11/11/2020","SDOTTREE0000971","Tree - Plant/Prune/Remove","Issued","6318    BROOKLYN  AVE  NE  SEATTLE","PACIFICO - 6318 BROOKLYN AVE NE SEATTLE - REMOVAL","Remove two-stemmed eucalyptus tree located at the front planting strip. Grind stump below grade. URBAN FORESTRY NOTES: Replanting required per SMC 15.43.030. Replanting guidance provided via email. Please post trees with yellow removal notice, found in PDF form at the bottom of this page: https://www.seattle.gov/transportation/projects-and-programs/programs/trees-and-landscaping-program/tree-removal-and-replacement","04/24/2021",
"11/11/2020","SDOTTREE0000972","Tree - Plant/Prune/Remove","Inspections Completed","3308   W  CROCKETT  ST   SEATTLE","MCCONNELL - 3308 W CROCKETT ST - PLANTING","Existing house.  Plant 1 Forest Pansy Redbud tree (2"" CAL) in the planting strip on the S side (W Crockett St) between the property line and the driveway; 1 Vine Maple (2"" CAL) in the planting strip on the S side between the driveway and the street corner; and 1 Pacific Sunset Maple (2"" CAL) in the planting strip on the W side (34th Ave W). Clear distances from driveway and street corner will be maintained. Purpose is greening, summer shading and beautification.","01/19/2021",
"11/11/2020","SDOTTREE0000973","Tree - Plant/Prune/Remove","Closed","6416    14TH  AVE  NW  SEATTLE","HENRICKSON - 6416 14TH AVE NW SEATTLE - PRUNE","Trim three Cherries in the ROW for street, sidewalk and STOP sign clearance.","12/17/2020",
"11/10/2020","SDOTTREE0000960","Tree - Plant/Prune/Remove","Inspections Completed","6079    WELLESLEY  WAY  NE  SEATTLE","Echols - 6079 Wellesley Way NE - Removal- Planting","Client/owner living at 6079 Wellesley Way NE has 2 very old plum trees in their parking/planting strip that has been declining in recent years. They wish to remove one of their plums and install 2 Amelancheir x grandiflora 'Autumn Brilliance' (1.5"" CAL) in their planting strip S of 65th Ave NE. Sidewalk will remain open. URBAN FORESTRY NOTES: call 811 before planting, plant 5 ft away from all underground utilities.","02/27/2021",
"11/10/2020","SDOTTREE0000961","Tree - Plant/Prune/Remove","Withdrawn","6667    FLORA  AVE  S  SEATTLE","BLOK - 6667 Flora Ave S - PRUNING","Need to remove a diseased lower limb from the hawthorn tree in front of our house.",,
"11/10/2020","SDOTTREE0000962","Tree - Plant/Prune/Remove","Issued","8019    BROOKLYN  AVE  NE  SEATTLE","MATSUSHITA - 8019 Brooklyn Ave NE - REMOVAL","Remove dead or dying birch tree/s TRE-63014 on east side of street at location of 8019 12th Ave NE. This is the southern most tree in a stand of 3 birch trees. This location is the back street side of the applicant address of 8019 Brooklyn Ave NE.","01/22/2021",
"11/10/2020","SDOTTREE0000963","Tree - Plant/Prune/Remove","Withdrawn","919    32ND  AVE   SEATTLE","MCCLEERY - 919 32ND AVE - REMOVAL","Proposed Sweet gum tree removal. Located on planting strip @ 919 32nd Avenue. Seattle. 98122",,
"11/09/2020","SDOTTREE0000950","Tree - Plant/Prune/Remove","Issued","3809    BURKE  AVE  N  SEATTLE","PLEASURE -  3809 BURKE  AVE N - REMOVAL","We have 3 large trees on the parking strip in front of our house.  The one that is the most southern is rotten at the base.  We had an arborist tell us that it needs to be removed.","12/28/2021",
"11/09/2020","SDOTTREE0000951","Tree - Plant/Prune/Remove","In Process","6544    LATONA  AVE  NE  SEATTLE","6544 Latona Ave NE Townhomes","LR zone, existing street trees, need to determine if SDOT wants us to retain or replace the existing trees.",,
"11/09/2020","SDOTTREE0000952","Tree - Plant/Prune/Remove","Issued","1318   E  PINE  ST   SEATTLE","Matsuno - 1318 E Pine St - Removal","Remove (2) private street trees in front of address. New tree pits to be established. Property owner to replace with SDOT approved trees. HUB SCHEDULED: 1318 E Pine 422277 Bayshore Repair Sidewalk and Tree removal (permit #0000952)Extend closures to 11.20. E Pine btw 13th and 14th, North sidewalk and park lane closed.  Thursday 11.12 remove trees before 11A  close sidewalk and curb lane.  Maintain access to business adjacent-Josh is working with Dingfelder's to ensure access. Sidewalk grade and place to be completed by 11.20.","03/09/2021",
"11/09/2020","SDOTTREE0000953","Tree - Plant/Prune/Remove","Withdrawn","3328    35TH  AVE  S  SEATTLE","Dinh - 3328 35th Ave S - Removal","Existing house. Remove one topped cedar tree (18” dbh) against the east side of the sidewalk on the east side of 35th Ave. S between S. Hinds St. and S. Horton St. Sidewalk to remain open.",,
"11/09/2020","SDOTTREE0000954","Tree - Plant/Prune/Remove","Inspections Completed","5007   S  BRANDON  ST   SEATTLE","Gartner - 5007 S Brandon St - Removal","Existing House. Remove one dying Hawthorn tree from the planting strip on the south side of Brandon St. between 48th Ave. S and 51st Ave. S. Sidewalk to remain open.  No room, based on planting specs, to replant.","02/17/2021",
"11/09/2020","SDOTTREE0000955","Tree - Plant/Prune/Remove","Issued","1418   E  MERCER  ST   SEATTLE","Patt - 1418 E Mercer St - Removal","Existing house. Remove dying birch (6” dbh) in corner of planting strip on west side of Malden Ave. E between E Mercer St and 14th Ave E. Sidewalk to remain open. Replanting required per SMC 15.43.030.","02/14/2021",
"11/09/2020","SDOTTREE0000956","Tree - Plant/Prune/Remove","Closed","2307    32ND  AVE  S  SEATTLE","Jenkins - 2307 32nd Ave S - Pruning","Existing house. Prune one ash tree in the planting strip on the west side of 32nd Ave. S between S Bayview St. and S College St. sidewalk to remain open","02/13/2021",
"11/09/2020","SDOTTREE0000957","Tree - Plant/Prune/Remove","Closed","2211    38TH  PL  E  SEATTLE","Cook - 2211 38th Pl E - Pruning","Existing house. prune three oak trees in the planting strip on the west side of 38th Pl. E, between E. Boston St. and 38th Ave. E. Sidewalk to remain open","02/11/2021",
"11/09/2020","SDOTTREE0000958","Tree - Plant/Prune/Remove","Closed","6440    FLORA  AVE  S  SEATTLE","Eatherton - 6440 Flora Ave S - Removal","Existing house. Remove one damaged sweet gum tree (18”) from the planting strip on the east side of Flora Ave S between S Warsaw St. and S. Eddy St. Sidewalk to remain open","10/04/2021",
"11/09/2020","SDOTTREE0000959","Tree - Plant/Prune/Remove","Closed","1115    20TH  AVE  E  SEATTLE","Olsho - 1115 20th Ave E - Pruning","Trim Oak in ROW for improved sunlight to 1111 20th Ave E. The neighbor (Susan Barley) requests we cut back limbs overhanging her home and frontyard to allow for more light to her garden.  No more than 5% of the overall canopy of the tree will be removed nor any limbs greater than 6"".","12/31/2020",
"11/06/2020","SDOTTREE0000944","Tree - Plant/Prune/Remove","Withdrawn","1700   SW  AUSTIN  ST   SEATTLE","Armstrong - 1700 SW Austin St - Pruning","Existing house at 1700 SW Austin Street. Requesting service to remove dead top of 48” diameter Japanese Maple tree on E side of house, west side and above Dumar Way SW.",,
"11/06/2020","SDOTTREE0000945","Tree - Plant/Prune/Remove","Closed","622    11TH  AVE  E  SEATTLE","Staunton - 622 11th Ave E - Pruning","Prune one Japanese Maple in the parking strip on the 11th Ave E frontage.","01/28/2021",
"11/06/2020","SDOTTREE0000946","Tree - Plant/Prune/Remove","Issued","2022    2ND  AVE  N  SEATTLE","Gallagher - 2022 2nd Ave N - Pruning & Removal","Prune two Japanese Flowering Cherry trees in parking strip on 2nd Ave N frontage. Prune two Japanese Flowering Cherry trees in parking strip on Crockett St frontage. Remove three Japanese Flowering Cherry trees in parking strip on Crockett St frontage.","03/26/2021",
